user_id,edad,sexo,estado_civil,numero_hijos,empleo_formal,ingreso_mensual,linea_credito,gasto_total,credito_utilizado,monto_promedio_ahorro,ratio_gasto_ingreso,pct_credito_ocupado,tasa_ahorro_real,perfil_financiero
1398,37,m,soltero,3,0,33083,15000,36195.0,5232,3308.3,1.0941,0.3488,0.1,SALUDABLE
1399,54,f,divorciado,2,0,40333,50000,55560.11538461538,37188,8873.26,1.3775,0.7438,0.22,SALUDABLE
1400,63,f,divorciado,0,1,56528,15000,49084.10769230769,8203,12436.16,0.8683,0.5469,0.22,SALUDABLE
1401,62,m,casado,2,0,47461,80000,54037.65384615384,57461,4746.1,1.1386,0.7183,0.1,MODERADO
1402,18,m,soltero,2,1,77542,80000,54618.261538461535,74617,7754.2,0.7044,0.9327,0.1,MODERADO
1403,39,f,casado,0,0,19940,80000,38170.96153846154,24153,4386.8,1.9143,0.3019,0.22,RIESGOSO
1404,30,m,unión libre,1,1,74198,30000,42295.47692307692,10860,2225.94,0.57,0.362,0.03,SALUDABLE
1405,34,m,unión libre,3,0,29584,15000,40569.83076923077,7918,2958.4,1.3713,0.5279,0.1,RIESGOSO
1406,20,f,unión libre,4,1,45996,15000,35645.85384615384,12915,10119.12,0.775,0.861,0.22,SALUDABLE
1407,19,m,soltero,2,1,14482,120000,49891.37692307692,30626,1448.2,3.4451,0.2552,0.1,RIESGOSO
1408,43,f,casado,0,0,36648,30000,38697.661538461536,19434,3664.8,1.0559,0.6478,0.1,SALUDABLE
1409,26,m,soltero,3,1,42721,120000,45306.27692307692,12258,1281.63,1.0605,0.1022,0.03,RIESGOSO
1410,32,m,soltero,3,0,48701,120000,46972.66923076923,46068,4870.1,0.9645,0.3839,0.1,MODERADO
1411,50,m,soltero,3,1,61569,120000,49397.61538461538,53285,6156.9,0.8023,0.444,0.1,MODERADO
1412,40,m,casado,4,0,14948,15000,53422.56153846154,245,3288.56,3.5739,0.0163,0.22,RIESGOSO
1413,60,f,unión libre,4,1,8490,30000,31001.061538461538,8481,254.7,3.6515,0.2827,0.03,RIESGOSO
1414,28,f,casado,1,1,59197,50000,41467.39230769231,32905,1775.91,0.7005,0.6581,0.03,SALUDABLE
1415,37,m,casado,0,0,66993,15000,55646.20769230769,1489,6699.3,0.8306,0.0993,0.1,SALUDABLE
1416,63,m,unión libre,0,1,76154,30000,45544.89230769231,15990,2284.62,0.5981,0.533,0.03,SALUDABLE
1417,65,f,divorciado,2,0,47404,15000,41652.876923076925,7242,10428.88,0.8787,0.4828,0.22,SALUDABLE
1418,40,m,soltero,1,0,51034,30000,47949.93076923077,27287,5103.4,0.9396,0.9096,0.1,SALUDABLE
1419,59,f,unión libre,2,0,43823,15000,49556.64615384615,9140,1314.69,1.1308,0.6093,0.03,RIESGOSO
1420,65,m,casado,2,0,65067,80000,49562.0,73927,6506.7,0.7617,0.9241,0.1,MODERADO
1421,50,f,divorciado,2,0,76098,50000,44142.16923076923,11136,7609.8,0.5801,0.2227,0.1,SALUDABLE
1422,41,m,casado,0,1,42560,15000,51563.84615384615,11255,1276.8,1.2116,0.7503,0.03,RIESGOSO
1423,49,f,soltero,1,1,25286,120000,37521.66923076923,2703,5562.92,1.4839,0.0225,0.22,RIESGOSO
1424,33,f,divorciado,1,1,74849,15000,44165.32307692307,5325,2245.47,0.5901,0.355,0.03,SALUDABLE
1425,32,m,divorciado,2,1,62276,120000,45277.75384615384,112654,13700.72,0.727,0.9388,0.22,MODERADO
1426,48,m,casado,4,0,9115,80000,49285.69230769231,33001,2005.3,5.4071,0.4125,0.22,RIESGOSO
1427,56,f,divorciado,2,1,73980,120000,53492.52307692308,30218,7398.0,0.7231,0.2518,0.1,SALUDABLE
1428,44,m,soltero,4,0,16786,50000,37364.44615384616,41776,1678.6,2.2259,0.8355,0.1,RIESGOSO
1429,49,m,casado,4,1,29659,50000,37217.42307692308,40586,2965.9,1.2548,0.8117,0.1,MODERADO
1430,44,m,soltero,3,1,30458,120000,44089.84615384616,75696,913.74,1.4476,0.6308,0.03,MODERADO
1431,53,f,casado,2,0,29344,80000,45189.1,60303,2934.4,1.54,0.7538,0.1,MODERADO
1432,43,f,casado,1,1,49019,50000,39792.24615384615,28810,4901.9,0.8118,0.5762,0.1,SALUDABLE
1433,65,f,soltero,2,1,21998,50000,41110.56923076923,39431,659.94,1.8688,0.7886,0.03,RIESGOSO
1434,31,m,unión libre,1,1,49601,15000,43955.84615384616,5632,4960.1,0.8862,0.3755,0.1,SALUDABLE
1435,29,m,casado,0,1,74212,80000,36920.3,60763,2226.36,0.4975,0.7595,0.03,MODERADO
1436,65,f,divorciado,1,0,59178,30000,41058.17692307692,24818,5917.8,0.6938,0.8273,0.1,SALUDABLE
1437,20,f,casado,3,0,49625,120000,32024.615384615383,103078,1488.75,0.6453,0.859,0.03,MODERADO
1438,37,m,casado,4,0,13946,50000,41707.18461538461,17736,418.38,2.9906,0.3547,0.03,RIESGOSO
1439,60,m,unión libre,1,0,43001,80000,46630.2923076923,57571,9460.22,1.0844,0.7196,0.22,MODERADO
1440,40,f,divorciado,4,0,61340,15000,38738.13076923077,12307,13494.8,0.6315,0.8205,0.22,SALUDABLE
1441,66,f,unión libre,3,1,8782,120000,40293.25384615384,74650,263.46,4.5882,0.6221,0.03,RIESGOSO
1442,69,f,soltero,0,1,71754,15000,34520.96923076923,766,7175.4,0.4811,0.0511,0.1,SALUDABLE
1443,62,m,unión libre,4,0,74315,30000,30829.26153846154,16322,2229.45,0.4148,0.5441,0.03,SALUDABLE
1444,55,m,casado,1,1,22938,50000,38673.56923076923,28958,2293.8,1.686,0.5792,0.1,RIESGOSO
1445,67,m,soltero,3,1,21776,120000,40818.92307692308,40754,653.28,1.8745,0.3396,0.03,RIESGOSO
1446,23,f,casado,0,1,19057,15000,37897.46153846154,8686,571.71,1.9886,0.5791,0.03,RIESGOSO
1447,54,f,soltero,3,1,43511,30000,42766.62307692308,15077,9572.42,0.9829,0.5026,0.22,SALUDABLE
1448,55,f,divorciado,0,0,28379,50000,41881.63846153846,19639,6243.38,1.4758,0.3928,0.22,SALUDABLE
1449,25,m,unión libre,2,1,21334,120000,45482.307692307695,12072,2133.4,2.1319,0.1006,0.1,RIESGOSO
1450,28,m,divorciado,4,1,76465,15000,37243.56153846154,8727,16822.3,0.4871,0.5818,0.22,SALUDABLE
1451,49,f,casado,2,1,36002,120000,43720.63846153846,65012,1080.06,1.2144,0.5418,0.03,MODERADO
1452,48,f,soltero,4,0,78025,30000,35516.13846153846,23703,17165.5,0.4552,0.7901,0.22,SALUDABLE
1453,58,m,soltero,2,1,38070,120000,45087.43076923077,52691,1142.1,1.1843,0.4391,0.03,MODERADO
1454,62,f,casado,0,0,54861,50000,37827.06153846154,29683,5486.1,0.6895,0.5937,0.1,SALUDABLE
1455,42,f,soltero,0,0,70804,80000,38438.42307692308,44509,7080.4,0.5429,0.5564,0.1,SALUDABLE
1456,32,f,divorciado,3,1,63974,80000,52655.053846153845,22944,1919.22,0.8231,0.2868,0.03,SALUDABLE
1457,61,f,soltero,1,1,34523,30000,42256.03846153846,24113,3452.3,1.224,0.8038,0.1,SALUDABLE
1458,33,f,casado,1,1,41997,15000,36883.27692307692,13738,1259.91,0.8782,0.9159,0.03,SALUDABLE
1459,49,f,unión libre,1,1,18269,15000,57206.1,11034,1826.9,3.1313,0.7356,0.1,RIESGOSO
1460,20,m,casado,2,0,25651,30000,55516.02307692308,22345,2565.1,2.1643,0.7448,0.1,RIESGOSO
1461,61,f,divorciado,3,0,30045,120000,34994.13076923077,20059,3004.5,1.1647,0.1672,0.1,RIESGOSO
1462,59,f,casado,4,1,12472,15000,34772.446153846155,4349,1247.2,2.788,0.2899,0.1,RIESGOSO
1463,38,m,divorciado,0,0,74207,15000,42176.161538461536,3898,2226.21,0.5684,0.2599,0.03,SALUDABLE
1464,34,m,unión libre,3,0,76269,120000,48473.93076923077,34534,2288.07,0.6356,0.2878,0.03,MODERADO
1465,47,m,divorciado,3,1,23754,120000,41892.84615384616,50164,712.62,1.7636,0.418,0.03,MODERADO
1466,64,f,casado,2,1,46209,120000,40313.43846153846,81882,1386.27,0.8724,0.6824,0.03,MODERADO
1467,21,f,divorciado,2,0,11769,120000,51821.18461538461,91438,353.07,4.4032,0.762,0.03,MODERADO
1468,19,f,unión libre,3,1,46586,120000,39338.9,37042,4658.6,0.8444,0.3087,0.1,MODERADO
1469,64,m,casado,3,0,55263,120000,39126.86923076923,96776,5526.3,0.708,0.8065,0.1,MODERADO
1470,62,f,unión libre,2,0,66734,80000,56479.07692307692,66504,2002.02,0.8463,0.8313,0.03,MODERADO
1471,32,f,soltero,0,0,68148,80000,51124.61538461538,37776,14992.56,0.7502,0.4722,0.22,SALUDABLE
1472,56,m,divorciado,4,0,74732,80000,49857.13846153846,384,2241.96,0.6671,0.0048,0.03,SALUDABLE
1473,67,m,casado,3,0,39213,50000,35464.36923076923,26665,3921.3,0.9044,0.5333,0.1,SALUDABLE
1474,55,m,casado,0,0,33230,80000,44749.93076923077,36360,3323.0,1.3467,0.4545,0.1,RIESGOSO
1475,70,f,soltero,4,1,46200,15000,58781.330769230764,3391,4620.0,1.2723,0.2261,0.1,SALUDABLE
1476,56,m,unión libre,3,1,62918,50000,32785.47692307692,33341,13841.96,0.5211,0.6668,0.22,SALUDABLE
1477,70,f,divorciado,4,0,69348,120000,41303.89230769231,52054,6934.8,0.5956,0.4338,0.1,MODERADO
1478,36,f,divorciado,4,0,41112,80000,35978.27692307692,76629,4111.2,0.8751,0.9579,0.1,MODERADO
1479,34,f,soltero,1,0,58282,120000,46345.68461538461,41076,1748.46,0.7952,0.3423,0.03,MODERADO
1480,33,f,unión libre,3,1,18639,80000,48864.69230769231,52474,4100.58,2.6216,0.6559,0.22,RIESGOSO
1481,45,f,soltero,3,0,58399,50000,45665.53846153846,24732,12847.78,0.782,0.4946,0.22,SALUDABLE
1482,68,m,casado,4,1,28576,30000,46787.27692307692,22669,857.28,1.6373,0.7556,0.03,RIESGOSO
1483,51,m,soltero,2,1,43102,15000,37533.26923076923,10067,4310.2,0.8708,0.6711,0.1,SALUDABLE
1484,40,m,unión libre,0,1,27559,15000,58095.65384615384,13974,6062.98,2.108,0.9316,0.22,RIESGOSO
1485,23,f,unión libre,2,1,65573,30000,49460.14615384615,29863,1967.19,0.7543,0.9954,0.03,SALUDABLE
1486,50,f,divorciado,3,1,64031,15000,48110.407692307694,3291,1920.93,0.7514,0.2194,0.03,SALUDABLE
1487,41,f,soltero,0,1,42335,15000,55629.36153846153,8445,1270.05,1.314,0.563,0.03,RIESGOSO
1488,51,f,soltero,4,0,60864,120000,46302.1,46199,6086.4,0.7607,0.385,0.1,MODERADO
1489,20,f,unión libre,2,0,20466,50000,36315.0,4038,613.98,1.7744,0.0808,0.03,RIESGOSO
1490,21,m,soltero,1,0,69934,50000,53776.761538461535,45174,15385.48,0.769,0.9035,0.22,SALUDABLE
1491,46,f,soltero,0,0,42360,30000,55492.4,15903,9319.2,1.31,0.5301,0.22,SALUDABLE
1492,40,m,casado,4,1,25823,80000,36335.86153846153,8012,2582.3,1.4071,0.1002,0.1,RIESGOSO
1493,56,f,divorciado,1,0,71321,30000,34242.907692307694,26522,7132.1,0.4801,0.8841,0.1,SALUDABLE
1494,53,m,casado,0,1,21818,30000,45957.261538461535,1205,2181.8,2.1064,0.0402,0.1,RIESGOSO
1495,69,m,divorciado,2,1,23709,120000,49159.12307692308,43091,2370.9,2.0734,0.3591,0.1,RIESGOSO
1496,24,m,divorciado,3,1,45506,120000,56713.32307692307,90281,10011.32,1.2463,0.7523,0.22,MODERADO
1497,46,f,soltero,3,0,25316,80000,46531.161538461536,8336,2531.6,1.838,0.1042,0.1,RIESGOSO
1498,53,m,divorciado,2,0,62126,120000,48228.41538461538,12103,6212.6,0.7763,0.1009,0.1,SALUDABLE
1499,67,f,casado,0,1,40898,120000,34724.592307692306,55372,8997.56,0.8491,0.4614,0.22,MODERADO
1500,61,m,divorciado,4,0,27397,80000,44020.53076923077,35510,2739.7,1.6068,0.4439,0.1,RIESGOSO
1501,35,f,soltero,0,0,25029,80000,40346.56923076923,67726,2502.9,1.612,0.8466,0.1,MODERADO
1502,56,f,soltero,4,0,69308,30000,58019.43846153846,29573,6930.8,0.8371,0.9858,0.1,SALUDABLE
1503,35,m,divorciado,1,1,51829,80000,33517.83076923077,39483,5182.9,0.6467,0.4935,0.1,SALUDABLE
1504,27,m,unión libre,3,0,14882,30000,55451.74615384615,22565,446.46,3.7261,0.7522,0.03,RIESGOSO
1505,34,m,unión libre,3,0,64591,15000,41526.376923076925,12476,6459.1,0.6429,0.8317,0.1,SALUDABLE
1506,69,m,divorciado,3,0,43798,30000,31306.66923076923,11556,4379.8,0.7148,0.3852,0.1,SALUDABLE
1507,24,m,soltero,0,0,79383,15000,53627.82307692307,9889,2381.49,0.6756,0.6593,0.03,SALUDABLE
1508,37,f,divorciado,1,0,55877,30000,44927.730769230766,20469,5587.7,0.804,0.6823,0.1,SALUDABLE
1509,23,f,casado,1,0,73989,120000,49072.03846153846,31283,16277.58,0.6632,0.2607,0.22,SALUDABLE
1510,47,m,casado,3,1,37873,80000,40808.984615384616,55797,3787.3,1.0775,0.6975,0.1,MODERADO
1511,42,m,soltero,3,0,59229,50000,42116.63076923077,38993,1776.87,0.7111,0.7799,0.03,SALUDABLE
1512,32,m,divorciado,0,0,10564,15000,54901.18461538461,9502,1056.4,5.197,0.6335,0.1,RIESGOSO
1513,36,f,unión libre,1,0,69218,80000,47585.161538461536,11158,6921.8,0.6875,0.1395,0.1,SALUDABLE
1514,25,f,divorciado,1,1,37696,50000,41135.85384615384,34050,3769.6,1.0913,0.681,0.1,SALUDABLE
1515,27,m,divorciado,0,1,13482,50000,50419.90769230769,33942,1348.2,3.7398,0.6788,0.1,RIESGOSO
1516,37,m,divorciado,4,1,67436,80000,46639.04615384615,32160,6743.6,0.6916,0.402,0.1,SALUDABLE
1517,19,m,divorciado,2,1,13377,15000,54959.56153846154,12467,401.31,4.1085,0.8311,0.03,RIESGOSO
1518,25,m,soltero,3,0,26554,30000,37454.28461538461,16367,5841.88,1.4105,0.5456,0.22,SALUDABLE
1519,61,m,casado,2,0,23344,15000,38853.8,5268,2334.4,1.6644,0.3512,0.1,RIESGOSO
1520,63,m,soltero,1,0,42672,120000,47635.38461538461,13022,4267.2,1.1163,0.1085,0.1,SALUDABLE
1521,46,m,unión libre,3,0,21338,50000,53019.88461538462,35856,640.14,2.4848,0.7171,0.03,RIESGOSO
1522,67,f,soltero,4,0,22894,80000,44060.93846153846,74859,2289.4,1.9246,0.9357,0.1,MODERADO
1523,32,f,soltero,2,1,37721,120000,41189.37692307692,665,3772.1,1.0919,0.0055,0.1,RIESGOSO
1524,21,f,casado,4,1,51164,15000,33015.261538461535,12692,5116.4,0.6453,0.8461,0.1,SALUDABLE
1525,46,f,soltero,0,1,12032,120000,59103.53076923077,101276,2647.04,4.9122,0.844,0.22,MODERADO
1526,62,m,divorciado,3,0,72812,120000,42652.3,89687,2184.36,0.5858,0.7474,0.03,MODERADO
1527,50,f,soltero,1,1,50924,120000,41576.42307692308,87931,5092.4,0.8164,0.7328,0.1,MODERADO
1528,32,f,divorciado,4,0,49871,15000,38648.2,1099,1496.13,0.775,0.0733,0.03,SALUDABLE
1529,31,f,soltero,0,0,69559,15000,37328.95384615385,4283,15302.98,0.5367,0.2855,0.22,SALUDABLE
1530,50,m,soltero,4,1,35856,15000,46577.88461538462,7374,7888.32,1.299,0.4916,0.22,SALUDABLE
1531,66,m,unión libre,2,0,76136,15000,51445.59230769231,7724,2284.08,0.6757,0.5149,0.03,SALUDABLE
1532,43,f,unión libre,3,0,19948,80000,38358.81538461538,65418,1994.8,1.9229,0.8177,0.1,MODERADO
1533,24,m,divorciado,3,0,75695,15000,39493.2923076923,4657,2270.85,0.5217,0.3105,0.03,SALUDABLE
1534,43,m,casado,1,0,16541,120000,38416.94615384616,96684,496.23,2.3225,0.8057,0.03,MODERADO
1535,60,f,casado,2,1,47738,15000,48816.99230769231,213,4773.8,1.0226,0.0142,0.1,SALUDABLE
1536,61,m,divorciado,1,1,36387,120000,48548.2,116080,3638.7,1.3342,0.9673,0.1,MODERADO
1537,24,f,casado,1,1,45004,15000,48471.51538461538,4399,1350.12,1.077,0.2933,0.03,RIESGOSO
1538,64,m,divorciado,4,0,11038,15000,40918.04615384615,13284,1103.8,3.707,0.8856,0.1,RIESGOSO
1539,32,m,divorciado,0,1,45721,15000,43498.223076923074,10864,10058.62,0.9514,0.7243,0.22,SALUDABLE
1540,52,f,casado,1,1,53197,80000,49405.23846153846,79827,1595.91,0.9287,0.9978,0.03,MODERADO
1541,54,f,casado,0,0,41757,50000,35105.88461538462,29901,4175.7,0.8407,0.598,0.1,SALUDABLE
1542,45,m,divorciado,0,1,72138,80000,37298.45384615385,50233,15870.36,0.517,0.6279,0.22,SALUDABLE
1543,46,m,unión libre,4,0,37393,80000,53026.12307692308,14595,3739.3,1.4181,0.1824,0.1,RIESGOSO
1544,70,f,casado,2,1,31937,80000,47866.31538461538,70979,3193.7,1.4988,0.8872,0.1,MODERADO
1545,46,m,casado,1,0,60954,30000,42419.03076923077,27027,1828.62,0.6959,0.9009,0.03,SALUDABLE
1546,25,m,unión libre,1,1,68763,80000,36109.723076923074,3686,6876.3,0.5251,0.0461,0.1,SALUDABLE
1547,52,m,unión libre,4,0,62272,15000,43173.56153846154,3377,6227.2,0.6933,0.2251,0.1,SALUDABLE
1548,31,f,casado,0,1,29936,15000,37610.08461538461,3782,898.08,1.2563,0.2521,0.03,RIESGOSO
1549,21,f,soltero,4,0,24672,120000,35985.82307692307,24312,2467.2,1.4586,0.2026,0.1,RIESGOSO
1550,21,f,unión libre,0,0,44619,30000,40420.96153846154,4024,1338.57,0.9059,0.1341,0.03,SALUDABLE
1551,51,f,unión libre,3,0,51622,30000,36134.88461538462,6277,5162.2,0.7,0.2092,0.1,SALUDABLE
1552,57,f,casado,4,1,28585,120000,46070.54615384615,2658,2858.5,1.6117,0.0222,0.1,RIESGOSO
1553,27,f,unión libre,3,0,59822,50000,51774.69230769231,41985,1794.66,0.8655,0.8397,0.03,MODERADO
1554,44,f,soltero,3,0,27359,80000,39142.92307692308,53575,820.77,1.4307,0.6697,0.03,MODERADO
1555,26,m,unión libre,3,1,43810,15000,28048.846153846152,6643,4381.0,0.6402,0.4429,0.1,SALUDABLE
1556,29,m,soltero,1,0,49379,50000,49065.94615384616,3929,10863.38,0.9937,0.0786,0.22,SALUDABLE
1557,51,m,divorciado,0,0,44396,120000,40854.64615384615,111842,9767.12,0.9202,0.932,0.22,MODERADO
1558,54,m,soltero,3,1,48844,15000,42126.8,2294,4884.4,0.8625,0.1529,0.1,SALUDABLE
1559,41,f,casado,0,1,68528,80000,38059.11538461538,50518,2055.84,0.5554,0.6315,0.03,MODERADO
1560,31,f,unión libre,1,0,51303,30000,50787.02307692308,5677,11286.66,0.9899,0.1892,0.22,SALUDABLE
1561,44,m,unión libre,2,0,49879,80000,35520.30769230769,37127,4987.9,0.7121,0.4641,0.1,SALUDABLE
1562,56,f,unión libre,2,0,69400,15000,37714.06923076923,7437,2082.0,0.5434,0.4958,0.03,SALUDABLE
1563,44,m,casado,0,1,15509,30000,49753.76923076923,5367,1550.9,3.2081,0.1789,0.1,RIESGOSO
1564,62,m,unión libre,2,1,16866,120000,44104.43076923077,114216,1686.6,2.615,0.9518,0.1,MODERADO
1565,67,m,casado,2,0,46489,50000,36949.46923076923,41494,4648.9,0.7948,0.8299,0.1,SALUDABLE
1566,63,f,casado,2,1,55147,50000,36556.03076923077,27212,12132.34,0.6629,0.5442,0.22,SALUDABLE
1567,30,m,casado,0,0,31792,120000,39421.53076923077,80516,3179.2,1.24,0.671,0.1,MODERADO
1568,67,f,soltero,1,1,70869,50000,37968.73846153846,7486,7086.9,0.5358,0.1497,0.1,SALUDABLE
1569,42,f,unión libre,1,1,59249,30000,54672.59230769231,14572,5924.9,0.9228,0.4857,0.1,SALUDABLE
1570,32,f,unión libre,3,0,26491,15000,53235.45384615385,4,2649.1,2.0096,0.0003,0.1,RIESGOSO
1571,50,f,casado,0,1,44249,15000,51508.46923076923,13227,4424.9,1.1641,0.8818,0.1,SALUDABLE
1572,54,f,unión libre,3,0,79456,15000,43158.08461538461,7535,17480.32,0.5432,0.5023,0.22,SALUDABLE
1573,18,f,divorciado,2,0,9397,80000,47019.12307692308,69725,939.7,5.0036,0.8716,0.1,RIESGOSO
1574,64,f,casado,1,1,25110,120000,39405.01538461538,3932,5524.2,1.5693,0.0328,0.22,RIESGOSO
1575,70,f,soltero,4,0,73880,30000,36164.03846153846,4525,7388.0,0.4895,0.1508,0.1,SALUDABLE
1576,22,m,unión libre,2,0,26185,50000,43339.06923076923,33960,2618.5,1.6551,0.6792,0.1,RIESGOSO
1577,70,m,casado,4,0,53688,80000,35739.592307692306,41136,5368.8,0.6657,0.5142,0.1,SALUDABLE
1578,50,f,unión libre,0,0,64045,15000,38527.68461538461,11387,14089.9,0.6016,0.7591,0.22,SALUDABLE
1579,34,f,casado,1,0,10352,50000,49874.02307692308,12732,2277.44,4.8178,0.2546,0.22,RIESGOSO
1580,56,f,divorciado,4,0,33699,80000,35980.53076923077,76785,3369.9,1.0677,0.9598,0.1,MODERADO
1581,56,m,divorciado,1,1,13581,30000,37250.56923076923,10639,407.43,2.7428,0.3546,0.03,RIESGOSO
1582,29,f,soltero,2,1,23774,120000,37761.307692307695,62598,2377.4,1.5883,0.5216,0.1,MODERADO
1583,29,m,divorciado,4,0,77241,15000,47426.04615384615,1849,2317.23,0.614,0.1233,0.03,SALUDABLE
1584,25,m,soltero,3,0,16465,120000,46081.66923076923,107342,493.95,2.7988,0.8945,0.03,MODERADO
1585,30,m,soltero,4,1,76186,50000,39572.407692307694,6416,7618.6,0.5194,0.1283,0.1,SALUDABLE
1586,33,m,unión libre,0,0,12828,120000,53483.36153846153,84781,1282.8,4.1693,0.7065,0.1,MODERADO
1587,19,f,divorciado,1,0,11993,30000,55540.44615384616,13183,2638.46,4.6311,0.4394,0.22,RIESGOSO
1588,70,m,divorciado,2,0,23536,120000,42902.2,64442,2353.6,1.8228,0.537,0.1,MODERADO
1589,46,m,casado,4,0,15182,80000,54465.44615384616,33606,3340.04,3.5875,0.4201,0.22,RIESGOSO
1590,36,f,soltero,0,1,52092,15000,45754.4,6167,11460.24,0.8783,0.4111,0.22,SALUDABLE
1591,25,f,casado,3,1,62563,15000,41362.53846153846,7276,6256.3,0.6611,0.4851,0.1,SALUDABLE
1592,42,m,soltero,1,0,77458,30000,47189.0,15186,2323.74,0.6092,0.5062,0.03,SALUDABLE
1593,38,f,casado,2,0,13851,120000,48409.415384615386,94587,415.53,3.495,0.7882,0.03,MODERADO
1594,66,f,unión libre,4,0,47106,50000,36099.723076923074,19809,4710.6,0.7664,0.3962,0.1,SALUDABLE
1595,33,m,soltero,2,1,48625,50000,47726.70769230769,45904,1458.75,0.9815,0.9181,0.03,MODERADO
1596,69,m,unión libre,2,0,35670,80000,52740.56923076923,15243,1070.1,1.4786,0.1905,0.03,RIESGOSO
1597,29,m,casado,1,1,51364,15000,55985.36153846153,11869,5136.4,1.09,0.7913,0.1,SALUDABLE
1598,36,f,divorciado,3,0,13726,50000,50631.03076923077,15301,1372.6,3.6887,0.306,0.1,RIESGOSO
1599,24,f,unión libre,3,1,13313,80000,44430.338461538464,54276,1331.3,3.3374,0.6784,0.1,RIESGOSO
1600,62,m,soltero,0,0,54159,15000,47986.876923076925,4505,5415.9,0.886,0.3003,0.1,SALUDABLE
1601,64,m,casado,1,1,21479,120000,50814.07692307692,112958,644.37,2.3658,0.9413,0.03,MODERADO
1602,62,f,casado,2,1,72428,80000,51194.33846153846,54771,7242.8,0.7068,0.6846,0.1,MODERADO
1603,62,m,casado,1,0,37724,15000,42996.76923076923,7204,3772.4,1.1398,0.4803,0.1,SALUDABLE
1604,27,m,divorciado,4,0,9239,120000,57403.45384615385,88514,923.9,6.2132,0.7376,0.1,RIESGOSO
1605,52,f,soltero,3,0,69118,80000,53414.53076923077,28486,6911.8,0.7728,0.3561,0.1,SALUDABLE
1606,42,m,unión libre,2,0,34853,30000,41373.51538461538,6924,1045.59,1.1871,0.2308,0.03,RIESGOSO
1607,33,m,divorciado,0,1,18522,30000,46382.80769230769,7442,1852.2,2.5042,0.2481,0.1,RIESGOSO
1608,49,f,casado,0,0,10962,50000,44777.15384615384,312,328.86,4.0848,0.0062,0.03,RIESGOSO
1609,46,m,casado,3,0,41158,80000,36899.553846153845,52007,1234.74,0.8965,0.6501,0.03,MODERADO
1610,23,f,unión libre,1,1,51487,15000,49834.25384615384,12190,5148.7,0.9679,0.8127,0.1,SALUDABLE
1611,49,m,soltero,3,1,52768,50000,51898.053846153845,29667,5276.8,0.9835,0.5933,0.1,SALUDABLE
1612,33,m,divorciado,1,1,26071,120000,37627.4,54122,5735.62,1.4433,0.451,0.22,MODERADO
1613,56,f,casado,1,0,32617,30000,43972.96153846154,11184,7175.74,1.3482,0.3728,0.22,SALUDABLE
1614,31,f,unión libre,4,1,46223,15000,43958.32307692307,1654,1386.69,0.951,0.1103,0.03,SALUDABLE
1615,67,f,casado,3,1,48429,30000,44945.661538461536,16929,10654.38,0.9281,0.5643,0.22,SALUDABLE
1616,26,m,casado,4,0,74184,15000,54776.57692307692,4828,7418.4,0.7384,0.3219,0.1,SALUDABLE
1617,35,m,soltero,0,1,37606,120000,39201.32307692308,78769,3760.6,1.0424,0.6564,0.1,MODERADO
1618,37,m,divorciado,1,1,78294,30000,45501.02307692308,9952,2348.82,0.5812,0.3317,0.03,SALUDABLE
1619,38,m,soltero,2,0,26190,120000,41438.39230769231,1480,2619.0,1.5822,0.0123,0.1,RIESGOSO
1620,23,f,soltero,3,1,79108,120000,36069.46153846154,40041,2373.24,0.456,0.3337,0.03,MODERADO
1621,57,f,casado,2,1,22381,80000,50163.38461538461,51012,2238.1,2.2413,0.6377,0.1,RIESGOSO
1622,46,m,divorciado,1,0,20469,120000,56452.95384615385,84283,2046.9,2.758,0.7024,0.1,MODERADO
1623,42,m,unión libre,1,1,76879,80000,41615.330769230764,31854,7687.9,0.5413,0.3982,0.1,SALUDABLE
1624,46,m,casado,2,0,12023,15000,54538.96923076923,6819,1202.3,4.5362,0.4546,0.1,RIESGOSO
1625,45,f,divorciado,4,0,57565,80000,34874.2,34681,1726.95,0.6058,0.4335,0.03,SALUDABLE
1626,31,f,divorciado,3,1,21491,120000,42925.88461538461,68407,644.73,1.9974,0.5701,0.03,MODERADO
1627,43,f,casado,4,1,74624,30000,54786.25384615384,7444,16417.28,0.7342,0.2481,0.22,SALUDABLE
1628,54,f,soltero,2,1,37716,30000,40097.84615384615,28133,1131.48,1.0632,0.9378,0.03,RIESGOSO
1629,62,m,soltero,1,1,56996,50000,39810.93076923077,41487,1709.88,0.6985,0.8297,0.03,MODERADO
1630,42,m,casado,4,0,25015,120000,46184.43076923077,91089,2501.5,1.8463,0.7591,0.1,MODERADO
1631,41,m,soltero,3,0,51456,15000,47038.63846153846,12699,1543.68,0.9142,0.8466,0.03,SALUDABLE
1632,25,m,divorciado,3,1,16327,30000,48230.0,18907,1632.7,2.954,0.6302,0.1,RIESGOSO
1633,23,m,soltero,1,0,19722,15000,41778.06923076923,12090,4338.84,2.1183,0.806,0.22,RIESGOSO
1634,58,f,casado,4,1,62202,120000,35509.60769230769,42840,1866.06,0.5709,0.357,0.03,MODERADO
1635,24,f,soltero,1,1,27129,30000,33042.761538461535,29326,5968.38,1.218,0.9775,0.22,SALUDABLE
1636,55,f,soltero,4,0,70267,50000,45866.56153846154,16973,2108.01,0.6527,0.3395,0.03,SALUDABLE
